SpotBugs:
com/javatpoint/feereport/ViewAccountant.java,44, Write to static field com.javatpoint.feereport.ViewAccountant.frame from instance method com.javatpoint.feereport.ViewAccountant$1.run() (M) 
com/javatpoint/feereport/AccountantLogin.java,36, Write to static field com.javatpoint.feereport.AccountantLogin.frame from instance method com.javatpoint.feereport.AccountantLogin$1.run() (M) 
com/javatpoint/feereport/FeeReport.java,29, Write to static field com.javatpoint.feereport.FeeReport.frame from instance method com.javatpoint.feereport.FeeReport$1.run() (M) 
com/javatpoint/feereport/ViewStudent.java,52, Write to static field com.javatpoint.feereport.ViewStudent.frame from instance method com.javatpoint.feereport.ViewStudent$1.run() (M) 
com/javatpoint/feereport/AdminSection.java,32, Write to static field com.javatpoint.feereport.AdminSection.frame from instance method com.javatpoint.feereport.AdminSection$1.run() (M) 
com/javatpoint/feereport/AddAccountant.java,38, Write to static field com.javatpoint.feereport.AddAccountant.frame from instance method com.javatpoint.feereport.AddAccountant$1.run() (M) 
com/javatpoint/feereport/EditStudent.java,47, Write to static field com.javatpoint.feereport.EditStudent.frame from instance method com.javatpoint.feereport.EditStudent$1.run() (M) 
com/javatpoint/feereport/AddStudent.java,45, Write to static field com.javatpoint.feereport.AddStudent.frame from instance method com.javatpoint.feereport.AddStudent$1.run() (M) 
com/javatpoint/feereport/AccountantSection.java,30, Write to static field com.javatpoint.feereport.AccountantSection.frame from instance method com.javatpoint.feereport.AccountantSection$1.run() (M) 
com/javatpoint/feereport/DueFee.java,52, Write to static field com.javatpoint.feereport.DueFee.frame from instance method com.javatpoint.feereport.DueFee$1.run() (M) 
com/javatpoint/feereport/AdminLogin.java,36, Write to static field com.javatpoint.feereport.AdminLogin.frame from instance method com.javatpoint.feereport.AdminLogin$1.run() (M) 
com/javatpoint/feereport/AccountantDao.java,15, Empty database password in com.javatpoint.feereport.AccountantDao.getCon() (M) 
com/javatpoint/feereport/AccountantDao.java,23, com.javatpoint.feereport.AccountantDao.validate(String. String) may fail to close PreparedStatement (M) 
com/javatpoint/feereport/AccountantDao.java,38, com.javatpoint.feereport.AccountantDao.save(Accountant) may fail to close PreparedStatement (M) 
com/javatpoint/feereport/AccountantDao.java,52, com.javatpoint.feereport.AccountantDao.view() may fail to close PreparedStatement (M) 
com/javatpoint/feereport/AccountantDao.java,23, com.javatpoint.feereport.AccountantDao.validate(String. String) may fail to clean up java.sql.Statement (M) 
com/javatpoint/feereport/AccountantDao.java,26, com.javatpoint.feereport.AccountantDao.validate(String. String) may fail to clean up java.sql.ResultSet (M) 
com/javatpoint/feereport/AccountantDao.java,52, com.javatpoint.feereport.AccountantDao.view() may fail to clean up java.sql.Statement (M) 
com/javatpoint/feereport/AccountantDao.java,53, com.javatpoint.feereport.AccountantDao.view() may fail to clean up java.sql.ResultSet (M) 
com/javatpoint/feereport/AccountantDao.java,38, com.javatpoint.feereport.AccountantDao.save(Accountant) may fail to clean up java.sql.Statement (M) 
com/javatpoint/feereport/StudentDao.java,11, com.javatpoint.feereport.StudentDao.save(Student) may fail to close PreparedStatement (M) 
com/javatpoint/feereport/StudentDao.java,32, com.javatpoint.feereport.StudentDao.update(Student) may fail to close PreparedStatement (M) 
com/javatpoint/feereport/StudentDao.java,54, com.javatpoint.feereport.StudentDao.view() may fail to close PreparedStatement (M) 
com/javatpoint/feereport/StudentDao.java,80, com.javatpoint.feereport.StudentDao.getStudentByRollno(int) may fail to close PreparedStatement (M) 
com/javatpoint/feereport/StudentDao.java,105, com.javatpoint.feereport.StudentDao.due() may fail to close PreparedStatement (M) 
com/javatpoint/feereport/StudentDao.java,80, com.javatpoint.feereport.StudentDao.getStudentByRollno(int) may fail to clean up java.sql.Statement (M) 
com/javatpoint/feereport/StudentDao.java,82, com.javatpoint.feereport.StudentDao.getStudentByRollno(int) may fail to clean up java.sql.ResultSet (M) 
com/javatpoint/feereport/StudentDao.java,54, com.javatpoint.feereport.StudentDao.view() may fail to clean up java.sql.Statement (M) 
com/javatpoint/feereport/StudentDao.java,55, com.javatpoint.feereport.StudentDao.view() may fail to clean up java.sql.ResultSet (M) 
com/javatpoint/feereport/StudentDao.java,32, com.javatpoint.feereport.StudentDao.update(Student) may fail to clean up java.sql.Statement (M) 
com/javatpoint/feereport/StudentDao.java,11, com.javatpoint.feereport.StudentDao.save(Student) may fail to clean up java.sql.Statement (M) 
com/javatpoint/feereport/StudentDao.java,105, com.javatpoint.feereport.StudentDao.due() may fail to clean up java.sql.Statement (M) 
com/javatpoint/feereport/StudentDao.java,106, com.javatpoint.feereport.StudentDao.due() may fail to clean up java.sql.ResultSet (M) 
com/javatpoint/feereport/AccountantSection.java,50, The class com.javatpoint.feereport.AccountantSection$2 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/AccountantSection.java,69, The class com.javatpoint.feereport.AccountantSection$4 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/AccountantSection.java,84, The class com.javatpoint.feereport.AccountantSection$6 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/AddAccountant.java,103, The class com.javatpoint.feereport.AddAccountant$3 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/FeeReport.java,53, The class com.javatpoint.feereport.FeeReport$2 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/AdminSection.java,65, The class com.javatpoint.feereport.AdminSection$3 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/AddStudent.java,155, The class com.javatpoint.feereport.AddStudent$3 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/AccountantSection.java,62, The class com.javatpoint.feereport.AccountantSection$3 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/EditStudent.java,150, The class com.javatpoint.feereport.EditStudent$3 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/AccountantSection.java,77, The class com.javatpoint.feereport.AccountantSection$5 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/AdminSection.java,57, The class com.javatpoint.feereport.AdminSection$2 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/FeeReport.java,61, The class com.javatpoint.feereport.FeeReport$3 could be refactored into a named _static_ inner class (L) 
com/javatpoint/feereport/AdminSection.java,72, The class com.javatpoint.feereport.AdminSection$4 could be refactored into a named _static_ inner class (L) 

PMD:
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\Accountant.java,5,	Use one line for each declaration. it enhances code readability.
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\Accountant.java,6,	Document empty constructor
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,10,	All methods are static.  Consider using a utility class instead. Alternatively. you could add a private constructor or make the class abstract to silence this warning.
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,10,	The utility class name 'AccountantDao' doesn't match '[A-Z][a-zA-Z0-9]+(Utils?|Helper)'
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,22,	Ensure that resources like this Connection object are closed after use
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,23,	Ensure that resources like this PreparedStatement object are closed after use
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,26,	Always check the return of one of the navigation method (next.previous.first.last) of a ResultSet.
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,26,	Ensure that resources like this ResultSet object are closed after use
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,37,	Ensure that resources like this Connection object are closed after use
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,38,	Ensure that resources like this PreparedStatement object are closed after use
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,51,	Ensure that resources like this Connection object are closed after use
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,52,	Ensure that resources like this PreparedStatement object are closed after use
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantDao.java,53,	Ensure that resources like this ResultSet object are closed after use
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantLogin.java,3,	Avoid unused imports such as 'java.awt.BorderLayout'
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantLogin.java,25,	Perhaps 'contentPane' could be replaced by a local variable.
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantLogin.java,84,	The local variable name 'gl_contentPane' doesn't match '[a-z][a-zA-Z0-9]*'
C:\Users\320052125\C++CaseStudy\casestudy1\feereport\src\AccountantSection.java,3,	Avoid unused imports such as 'java.awt.BorderLayout'
